Last name,First name,Email,State,Birthdate,Dependent of,HR Admin
Fish,Smitty,smitty.fish8094@compuserve.net,NY,09/08/1961,,
Oppenheimer,Ida,ida.oppenheimer4179@compuserve.net,CA,05/05/1986,,
Kittering,Wolfgang,wolfgang.kittering6356@hotmail.com,NY,10/02/1991,,
Jenkins,Queenie,queenie.jenkins6274@hotmail.com,CA,10/12/1976,,
Blabbermutt,Carol,carol.blabbermutt7603@compuserve.net,NJ,03/18/1969,,
Oppenheimer,Ida,ida.oppenheimer9971@hotmail.com,NY,05/30/1971,,
Ivanisevic,Zanzibar,zanzibar.ivanisevic3521@hotmail.com,WA,12/21/1956,,
Questlove,Ophelia,ophelia.questlove5670@aol.com,NJ,09/13/1966,,
Yoo,Uruguay,uruguay.yoo9827@aol.com,IL,05/20/1972,,
Xylowitz,Smitty,smitty.xylowitz2251@compuserve.net,NJ,03/02/1991,,
Kittering,Dirk,dirk.kittering8084@compuserve.net,NY,03/13/1984,,
Questlove,Fred,fred.questlove5184@compuserve.net,CT,08/13/1978,,
Uvula,Tessa,tessa.uvula9562@aol.com,WA,04/24/1989,,
Mueller,Zanzibar,zanzibar.mueller3526@aol.com,NY,07/03/1974,,
Wachowski,Vova,vova.wachowski8136@aol.com,WA,10/03/1977,,
Codd,Uruguay,uruguay.codd7501@aol.com,NY,10/13/1981,,
Rosencrantz,Nellie,nellie.rosencrantz2897@aol.com,CA,12/23/1983,,
Fish,Maurice,maurice.fish2244@compuserve.net,NY,12/17/1969,,
Mueller,Rascal,rascal.mueller5032@aol.com,AK,12/16/1969,,
Xylowitz,Horace,horace.xylowitz161@compuserve.net,NY,08/07/1966,,
Atkins,Smitty,smitty.atkins5646@compuserve.net,NY,12/25/1962,,
Blabbermutt,Alice,alice.blabbermutt8907@hotmail.com,AK,11/28/1961,,
Rosencrantz,Queenie,queenie.rosencrantz6018@hotmail.com,OK,08/19/1963,,
Zaatar,Fred,fred.zaatar3697@compuserve.net,NY,08/18/1973,,
Vluffernutter,Jenkins,jenkins.vluffernutter5306@aol.com,NY,08/02/1987,,
Mueller,Rascal,rascal.mueller4955@hotmail.com,NY,11/20/1988,,
Hibbert,Uruguay,uruguay.hibbert5997@hotmail.com,NY,09/20/1974,,
Jenkins,Carol,carol.jenkins8594@hotmail.com,NY,10/13/1994,,
Uvula,Bob,bob.uvula9086@compuserve.net,NJ,08/30/1962,,
Blabbermutt,Nellie,nellie.blabbermutt1557@aol.com,NJ,06/25/1957,,
Neuberg,Bob,bob.neuberg1832@compuserve.net,OK,10/12/1993,,
Oppenheimer,Evander,evander.oppenheimer6137@hotmail.com,CA,10/20/1979,,
Ivanisevic,Vova,vova.ivanisevic1736@hotmail.com,CA,08/05/1968,,
Djokovic,Queenie,queenie.djokovic6416@aol.com,NY,03/09/1989,,
Mueller,Plato,plato.mueller3944@aol.com,NY,10/28/1987,,
Yoo,Horace,horace.yoo3705@compuserve.net,VA,02/25/1963,,
Xylowitz,Tessa,tessa.xylowitz2140@hotmail.com,NJ,07/04/1971,,
Wachowski,Vova,vova.wachowski7916@compuserve.net,NY,03/22/1963,,
Talts,Wolfgang,wolfgang.talts9210@hotmail.com,CT,05/14/1960,,
Yoo,Xerxes,xerxes.yoo7908@aol.com,NY,01/24/1972,,
Uvula,Bob,bob.uvula6206@aol.com,NJ,03/24/1977,,
Xylowitz,Fred,fred.xylowitz8026@compuserve.net,OK,12/22/1980,,
Neuberg,Plato,plato.neuberg4170@compuserve.net,CA,12/20/1979,,
Kittering,Uruguay,uruguay.kittering4958@aol.com,NY,03/02/1970,,
Jenkins,Klamut,klamut.jenkins8037@compuserve.net,NY,03/08/1958,,
Blabbermutt,Horace,horace.blabbermutt1548@compuserve.net,WA,12/28/1990,,
Vluffernutter,Tessa,tessa.vluffernutter4612@compuserve.net,WA,04/29/1973,,
Evans,Vova,vova.evans8562@compuserve.net,CT,04/24/1973,,
Djokovic,Queenie,queenie.djokovic2370@aol.com,CA,12/15/1978,,
Oppenheimer,Gilbert,gilbert.oppenheimer2908@aol.com,CA,03/19/1959,,
Neuberg,Dirk,dirk.neuberg2445@hotmail.com,CT,09/25/1991,,
Neuberg,Xerxes,xerxes.neuberg6324@hotmail.com,CA,06/23/1962,,
Vluffernutter,Bob,bob.vluffernutter9537@aol.com,IL,09/03/1974,,
Greenblatt,Fred,fred.greenblatt4794@compuserve.net,IL,11/26/1974,,
Talts,Ophelia,ophelia.talts4737@compuserve.net,NY,01/21/1978,,
Yoo,Alice,alice.yoo5929@aol.com,CA,11/19/1959,,
Questlove,Rascal,rascal.questlove1234@compuserve.net,CT,08/01/1993,,
Talts,Rascal,rascal.talts4604@hotmail.com,NY,07/17/1958,,
Wachowski,Rascal,rascal.wachowski1881@hotmail.com,NJ,09/04/1966,,
Uvula,Nellie,nellie.uvula919@hotmail.com,WA,01/08/1992,,
Zaatar,Smitty,smitty.zaatar175@hotmail.com,AK,11/01/1982,,
Talts,Zanzibar,zanzibar.talts3378@compuserve.net,CT,12/28/1959,,
Fish,Evander,evander.fish7670@compuserve.net,NY,09/25/1974,,
Djokovic,Plato,plato.djokovic2536@hotmail.com,CT,07/18/1969,,
Greenblatt,Maurice,maurice.greenblatt9092@compuserve.net,CA,10/02/1957,,
Hibbert,Nellie,nellie.hibbert9926@compuserve.net,NY,08/05/1966,,
Codd,Bob,bob.codd3226@aol.com,AK,11/10/1979,,
Yoo,Ida,ida.yoo3664@compuserve.net,CA,03/14/1969,,
Blabbermutt,Xerxes,xerxes.blabbermutt8315@hotmail.com,NY,11/29/1962,,
Hibbert,Ophelia,ophelia.hibbert8358@hotmail.com,WA,01/21/1992,,
Hibbert,Yelena,yelena.hibbert2228@aol.com,NY,12/30/1961,,
Neuberg,Dirk,dirk.neuberg8065@hotmail.com,CA,05/19/1960,,
Lysenko,Wolfgang,wolfgang.lysenko6664@aol.com,CT,08/28/1992,,
Evans,Carol,carol.evans3618@hotmail.com,NY,10/16/1973,,
